filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,BeginTime,EndTime,Annotation,label
79.WAV,-194.36724853515625,13.10962963104248,5.839829444885254,-5.499734878540039,12.781941413879395,5.051198482513428,-2.8063533306121826,0.6532816886901855,-2.3663480281829834,0.1644277125597,4.628305912017822,0.5502440929412842,0.2920110821723938,1.9389561414718628,-0.1449890434741974,2.3806207180023193,0.15455007553100586,3.8666701316833496,-1.1466293334960938,3.9109303951263428,-2.2513394355773926,2.325995683670044,-0.9911531805992126,2.067747116088867,0.37244293093681335,3.1795082092285156,0.7404763698577881,1.6884925365447998,1.05421781539917,0.47900211811065674,-1.0355929136276245,-1.1923696994781494,-1.9266587495803833,-1.6161409616470337,-1.651004672050476,-1.569015622138977,-0.5630910396575928,0.5184962153434753,1.3118813037872314,1.263213038444519,3.02092521,7.1955706,vibra_flor_1,Auglochloropsis_bradiocephalis
79.WAV,-319.6541442871094,24.204181671142578,16.24709129333496,-0.308068186044693,7.184177875518799,2.22141695022583,2.794121026992798,2.0267586708068848,-2.2117629051208496,1.4094382524490356,-0.9135345816612244,2.2645561695098877,-1.2519952058792114,1.8687390089035034,-0.845044732093811,2.0854380130767822,-1.1641710996627808,1.5691659450531006,-1.427245020866394,1.4290010929107666,-1.4306811094284058,1.4711698293685913,-0.9829079508781433,0.8902975916862488,-0.5241028070449829,0.8087159991264343,-0.37758883833885193,0.8740752339363098,-0.005844710394740105,0.8152843117713928,-0.3345544636249542,0.45703190565109253,-0.08679353445768356,0.7875178456306458,0.3972073793411255,0.7600324153900146,0.4656744599342346,0.7999979853630066,0.32842209935188293,0.18115632236003876,9.563733075,12.326589297,voo,Auglochloropsis_bradiocephalis
AU_144.WAV,-227.59478759765625,17.766040802001953,-18.73724937438965,-4.921919822692871,9.171055793762207,2.850816011428833,9.389374732971191,-2.799771308898926,-1.6724177598953247,-2.9619150161743164,2.139143705368042,13.077099800109863,-9.364836692810059,-4.11679220199585,1.04672110080719,4.028870105743408,-1.400904893875122,1.7192057371139526,-4.060518741607666,2.8187038898468018,-0.9595286846160889,2.936540365219116,0.2295571118593216,-2.882683038711548,-1.6727582216262817,3.9419612884521484,0.5078151226043701,1.224157452583313,-0.4220121204853058,-3.4857804775238037,0.7119520902633667,2.4475433826446533,-0.40654730796813965,0.11739397048950195,0.3643096387386322,0.5585812330245972,-1.1846894025802612,-0.35668888688087463,0.9471726417541504,1.1342945098876953,1.9858535309999998,4.471921246,vibra_flor_1,Auglochloropsis_bradiocephalis
AU_144.WAV,-217.5594940185547,27.256818771362305,-7.711930751800537,-0.2805388867855072,2.660400152206421,1.4816373586654663,5.012008190155029,-3.119525194168091,-2.7301015853881836,1.154813289642334,2.719853401184082,8.161937713623047,-9.579730033874512,-3.060229539871216,0.032240550965070724,8.14332389831543,-0.32604432106018066,4.103626728057861,-4.076057434082031,2.1725046634674072,-1.2855385541915894,3.5770790576934814,0.8149685263633728,-2.879408597946167,-1.5776714086532593,4.063884258270264,1.8498353958129883,-0.0017936229705810547,-0.7511361241340637,-3.3406131267547607,0.2232668250799179,1.4727822542190552,0.6390666365623474,1.4507932662963867,-0.24448196589946747,0.890527069568634,-1.898257851600647,0.0678197368979454,0.9503210186958313,1.0899280309677124,10.876705868,11.129526314000001,vibra_flor_1,Auglochloropsis_bradiocephalis
91.WAV,-238.98294067382812,38.07219696044922,-2.325932025909424,7.69369649887085,4.712306022644043,1.0641828775405884,4.064824104309082,0.7506608366966248,-0.1065073013305664,-0.3563217520713806,-0.18679440021514893,2.608307361602783,0.49988478422164917,0.9290437698364258,0.12322820723056793,2.2965495586395264,-2.600986957550049,2.4428584575653076,-2.374692916870117,1.8877365589141846,-2.062985897064209,1.5195369720458984,-1.3293229341506958,0.8459444046020508,-1.2195603847503662,0.9211133122444153,-0.6197063326835632,0.39240461587905884,0.1427021026611328,0.7619746327400208,-0.5909123420715332,0.339834988117218,-0.30589836835861206,0.3312666118144989,0.1951451599597931,-0.03684354946017265,-0.3581386208534241,-0.14654362201690674,-0.44114693999290466,-0.02777695655822754,11.67926453,13.501153085,vibra_flor_1,Augchloropsis_sp1
72_90.WAV,-303.0152282714844,31.45257568359375,8.371170043945312,1.5975067615509033,4.917054176330566,2.1295173168182373,-0.48655083775520325,2.184338331222534,-0.05016110837459564,2.1453936100006104,-0.6857590675354004,2.5791125297546387,-1.3432096242904663,1.906267523765564,-1.1754086017608643,1.8193879127502441,-2.098034143447876,2.4193532466888428,-1.1671162843704224,0.9583661556243896,-2.07426381111145,1.9338160753250122,-1.4052273035049438,0.9328850507736206,-0.7791251540184021,0.8380727767944336,-0.6843050718307495,-0.2468530684709549,-0.967761754989624,0.8586040735244751,-0.39809712767601013,0.6180749535560608,-0.02743624523282051,0.8699085712432861,-0.12452715635299683,0.3310738801956177,-0.14431801438331604,0.46861177682876587,0.20042069256305695,0.30672401189804077,1.352999711,2.922479375,voo,Augchloropsis_sp1
72_90.WAV,-319.83197021484375,28.15333366394043,8.91502571105957,1.4064816236495972,3.1894187927246094,-0.23631314933300018,0.03875162824988365,2.7961716651916504,-2.3680906295776367,1.8805181980133057,-1.4892773628234863,2.158684253692627,-2.8851027488708496,1.0362037420272827,-0.5217240452766418,1.832406759262085,-1.722764492034912,2.575340509414673,-1.3073492050170898,1.6626572608947754,-2.229048252105713,1.453055500984192,-0.788408637046814,1.1696619987487793,-0.31398212909698486,0.8170456886291504,-0.6449694633483887,0.04249418526887894,-0.8543642163276672,0.5062813758850098,-0.5220561623573303,0.886407732963562,-0.10988983511924744,0.277297705411911,-0.17137229442596436,0.09854620695114136,-0.40974563360214233,-0.05739778280258179,-0.20510098338127136,-0.07714908570051193,6.1155586920000005,11.419317557000001,voo,Augchloropsis_sp1
72_90.WAV,-314.5433654785156,23.278165817260742,13.128819465637207,-0.7295764684677124,2.492985248565674,-0.18844397366046906,0.28171971440315247,1.7265394926071167,-0.3973006010055542,1.3504822254180908,-1.0333342552185059,2.6680564880371094,-2.49288272857666,0.7578160762786865,-0.6625468134880066,1.6834180355072021,-1.5091125965118408,1.8860182762145996,-1.5861362218856812,1.4247145652770996,-2.752084970474243,2.1261403560638428,-1.2736214399337769,1.197313904762268,0.35522130131721497,0.4700891673564911,-1.163862705230713,0.7239654064178467,-0.26586854457855225,0.8042720556259155,-0.28341349959373474,0.5326250195503235,0.027697669342160225,0.1888705939054489,-0.0905829519033432,0.4093051254749298,-0.344247043132782,0.23475855588912964,-0.18599428236484528,-0.1220533549785614,11.744037487,14.504156897,voo,Augchloropsis_sp1
72_90.WAV,-255.88182067871094,20.835674285888672,12.62557315826416,10.712140083312988,6.778783798217773,-5.014281749725342,-2.0746469497680664,0.7355697154998779,5.022813320159912,-3.016975164413452,-1.191192388534546,1.0303853750228882,-2.211292028427124,-0.0021893824450671673,-0.48981690406799316,2.2002086639404297,-0.9422706961631775,3.158586025238037,-3.3788208961486816,3.493713140487671,-0.6313212513923645,2.186976432800293,0.13139091432094574,2.0802762508392334,-0.5414189100265503,0.49677374958992004,-0.4286048710346222,-0.3191394507884979,-0.22980250418186188,0.5638319253921509,-0.31803831458091736,0.7425276041030884,0.37712135910987854,-0.38543421030044556,-1.3345392942428589,-0.3574226200580597,-0.5065557360649109,0.010692249983549118,-0.07683240622282028,0.36338046193122864,19.753795774,21.160915473,vibra_flor_1,Augchloropsis_sp1
72_90.WAV,-223.26158142089844,29.384944915771484,5.241982460021973,-0.6550994515419006,5.903722286224365,-4.646546363830566,2.0084521770477295,-0.9195256233215332,3.3511533737182617,0.3532373011112213,-1.0229803323745728,1.6285827159881592,-2.6355648040771484,0.3439025580883026,-1.3904221057891846,2.658446788787842,-1.0887161493301392,4.038002014160156,-2.0833332538604736,2.392078399658203,-2.2607688903808594,1.234227180480957,-1.5794321298599243,0.7149807810783386,-0.3156629800796509,0.5892285108566284,-0.6393136382102966,-0.06817270815372467,-0.8830696940422058,-0.17206136882305145,-0.35554251074790955,0.2723490297794342,0.0424099937081337,0.3910382091999054,-0.6349873542785645,0.41415151953697205,-0.40063777565956116,0.6271283030509949,-0.09361949563026428,0.038918353617191315,24.083394846999997,27.980034014,vibra_flor_1,Augchloropsis_sp1
